player_id,player_name,nationality,position,preferred_foot,date_of_birth,birth_year,height_cm,height_category,market_value_eur,market_value_million
20953,Aaron Brown,England,Centre-Back,right,1983-06-23,1983.0,196.0,Very Tall,200000.0,0.2
434207,Aaron Connolly,Ireland,Centre-Forward,right,2000-01-28,2000.0,174.0,Average,4000000.0,4.0
92571,Aaron Cresswell,England,Left-Back,left,1989-12-15,1989.0,170.0,Average,900000.0,0.9
624243,Aaron Donnelly,Northern Ireland; Ireland,Centre-Back,left,2003-06-08,2003.0,185.0,Tall,400000.0,0.4
96148,Aaron Doran,Ireland,Right Midfield,both,1991-05-13,1991.0,170.0,Average,75000.0,0.075
591949,Aaron Hickey,Scotland,Right-Back,both,2002-06-10,2002.0,185.0,Tall,25000000.0,25.0
3580,Aaron Hughes,Northern Ireland,Centre-Back,right,1979-11-08,1979.0,183.0,Tall,700000.0,0.7
797679,Aaron Keto-Diyawa,England; DR Congo,Left-Back,,2003-09-11,2003.0,,Unknown,200000.0,0.2
14221,Aaron Lennon,England; Ireland,Right Winger,right,1987-04-16,1987.0,165.0,Short,1000000.0,1.0
22743,Aaron Lescott,England,Left-Back,right,1978-12-02,1978.0,168.0,Short,,
45631,Aaron McLean,England; Jamaica,Centre-Forward,right,1983-05-25,1983.0,171.0,Average,500000.0,0.5
369085,Aaron Mitchell,England,Central Midfield,,1996-04-14,1996.0,,Unknown,,
4756,Aaron Mokoena,South Africa,Centre-Back,right,1980-11-25,1980.0,185.0,Tall,2000000.0,2.0
123951,Aaron Mooy,Australia; Netherlands,Central Midfield,right,1990-09-15,1990.0,174.0,Average,9500000.0,9.5
427568,Aaron Ramsdale,England,Goalkeeper,right,1998-05-14,1998.0,190.0,Tall,22000000.0,22.0
646658,Aaron Ramsey,England,Attacking Midfield,right,2003-01-21,2003.0,181.0,Tall,15000000.0,15.0
50057,Aaron Ramsey,Wales,Central Midfield,right,1990-12-26,1990.0,178.0,Average,40000000.0,40.0
657994,Aaron Rowe,England; Jamaica,Right Midfield,right,2000-09-07,2000.0,168.0,Short,,
243633,Aaron Tshibola,DR Congo; England,Central Midfield,right,1995-01-02,1995.0,190.0,Tall,800000.0,0.8
477758,Aaron Wan-Bissaka,England; DR Congo,Right-Back,right,1997-11-26,1997.0,183.0,Tall,20000000.0,20.0
67202,Aaron Wilbraham,England,Centre-Forward,right,1979-10-21,1979.0,191.0,Very Tall,250000.0,0.25
776798,Abdallah Sima,Senegal,Right Winger,right,2001-06-17,2001.0,188.0,Tall,7500000.0,7.5
340394,Abdelhamid Sabiri,Morocco; Germany,Attacking Midfield,right,1996-11-28,1996.0,186.0,Tall,1500000.0,1.5
4002,Abdeslam Ouaddou,France; Morocco,Centre-Back,right,1978-11-01,1978.0,191.0,Very Tall,,
121406,Abdisalam Ibrahim,Norway,Central Midfield,,1991-05-01,1991.0,,Unknown,500000.0,0.5
127187,Abdoulaye Doucouré,Mali; France,Central Midfield,right,1993-01-01,1993.0,183.0,Tall,10000000.0,10.0
6107,Abdoulaye Faye,Senegal; France,Centre-Back,right,1978-02-26,1978.0,187.0,Tall,250000.0,0.25
5315,Abdoulaye Méïté,Cote d'Ivoire; France,Centre-Back,right,1980-10-06,1980.0,185.0,Tall,2000000.0,2.0
224884,Abdul Rahman Baba,Ghana,Left-Back,left,1994-07-02,1994.0,179.0,Average,1200000.0,1.2
177321,Abdul Razak,Cote d'Ivoire,Central Midfield,right,1992-11-11,1992.0,179.0,Average,700000.0,0.7
76608,Abel Hernández,Uruguay,Centre-Forward,left,1990-08-08,1990.0,185.0,Tall,8000000.0,8.0
3211,Abel Xavier,Portugal; Mozambique,Right-Back,,1972-11-30,1972.0,,Unknown,1700000.0,1.7
26763,Abou Diaby,France; Cote d'Ivoire,Central Midfield,right,1986-05-11,1986.0,191.0,Very Tall,750000.0,0.75
290951,Aboubakar Kamara,Mauritania; France,Centre-Forward,right,1995-03-07,1995.0,177.0,Average,2000000.0,2.0
696764,Abu Kamara,England; Sierra Leone,Right Winger,left,2003-07-21,2003.0,183.0,Tall,,
44796,Abu Ogogo,England; Ghana,Central Midfield,right,1989-11-03,1989.0,177.0,Average,100000.0,0.1
139173,Achraf Lazaar,Morocco; Italy,Left Midfield,left,1992-01-22,1992.0,184.0,Tall,1000000.0,1.0
308801,Adalberto Peñaranda,Venezuela; Spain,Left Winger,right,1997-05-31,1997.0,186.0,Tall,1000000.0,1.0
250426,Adam Armstrong,England,Centre-Forward,right,1997-02-10,1997.0,173.0,Average,16000000.0,16.0
128228,Adam Blakeman,England,Left-Back,left,1991-12-03,1991.0,175.0,Average,,
13441,Adam Bolder,England,Midfielder,right,1980-10-25,1980.0,175.0,Average,,
126249,Adam Buxton,England,Right-Back,right,1992-05-12,1992.0,185.0,Tall,,
66920,Adam Bygrave,England,Right-Back,right,1989-02-24,1989.0,188.0,Tall,,
204354,Adam Campbell,England,Left Winger,right,1995-01-01,1995.0,169.0,Short,250000.0,0.25
3675,Adam Chambers,England,Defensive Midfield,right,1980-11-20,1980.0,178.0,Average,,
73067,Adam Clayton,England,Central Midfield,right,1989-01-14,1989.0,175.0,Average,3000000.0,3.0
3564,Adam Collin,England,Goalkeeper,right,1984-12-09,1984.0,195.0,Very Tall,,
121254,Adam Davies,Wales; Germany,Goalkeeper,right,1992-07-17,1992.0,185.0,Tall,500000.0,0.5
160851,Adam Dodd,England,Left-Back,left,1993-05-14,1993.0,187.0,Tall,,
11663,Adam Drury,England,Left-Back,left,1978-08-29,1978.0,180.0,Average,500000.0,0.5
37138,Adam Eckersley,England,Left-Back,left,1985-09-07,1985.0,180.0,Average,75000.0,0.075
107733,Adam Farley,England,Centre-Back,right,1980-01-12,1980.0,,Unknown,,
4233,Adam Federici,Australia; Italy,Goalkeeper,right,1985-01-31,1985.0,188.0,Tall,750000.0,0.75
121257,Adam Forshaw,England,Central Midfield,right,1991-10-08,1991.0,175.0,Average,1200000.0,1.2
4766,Adam Green,England,Left-Back,left,1984-01-12,1984.0,176.0,Average,350000.0,0.35
38091,Adam Hammill,England; Ireland,Right Winger,left,1988-01-25,1988.0,180.0,Average,1000000.0,1.0
322711,Adam Hardy,South Africa,Midfielder,,1983-02-22,1983.0,,Unknown,,
1019169,Adam Harrison,England,Goalkeeper,,2006-10-20,2006.0,,Unknown,100000.0,0.1
173585,Adam Henley,Wales; United States,Right-Back,right,1994-06-14,1994.0,178.0,Average,750000.0,0.75
434223,Adam Idah,Ireland; Nigeria,Centre-Forward,right,2001-02-11,2001.0,190.0,Tall,3000000.0,3.0
31579,Adam Johnson,England,Right Winger,left,1987-07-14,1987.0,182.0,Tall,,
169566,Adam King,Scotland,Central Midfield,right,1995-10-11,1995.0,180.0,Average,150000.0,0.15
43530,Adam Lallana,England,Attacking Midfield,both,1988-05-10,1988.0,172.0,Average,1000000.0,1.0
46106,Adam Le Fondre,England; France,Centre-Forward,right,1986-12-02,1986.0,180.0,Average,2500000.0,2.5
43858,Adam Legzdins,England; Latvia,Goalkeeper,,1986-11-28,1986.0,190.0,Tall,250000.0,0.25
347481,Adam Lewis,England,Left-Back,left,1999-11-08,1999.0,175.0,Average,,
286949,Adam Masina,Morocco; Italy,Centre-Back,left,1994-01-02,1994.0,191.0,Very Tall,3000000.0,3.0
108878,Adam Matthews,Wales,Right-Back,right,1992-01-13,1992.0,178.0,Average,1500000.0,1.5
196316,Adam Mitchell,England,Right Winger,right,1994-12-02,1994.0,174.0,Average,,
175737,Adam Morgan,England,Centre-Forward,left,1994-04-21,1994.0,179.0,Average,,
9408,Adam Murray,England,Central Midfield,right,1981-09-30,1981.0,175.0,Average,,
49712,Adam Newton,St. Kitts & Nevis; England,Right-Back,right,1980-12-04,1980.0,173.0,Average,,
412596,Adam Parkes,England,Goalkeeper,right,1999-11-30,1999.0,185.0,Tall,,
105076,Adam Rachel,England,Goalkeeper,,1976-12-10,1976.0,180.0,Average,,
163530,Adam Reach,England,Left Midfield,left,1993-02-03,1993.0,185.0,Tall,4500000.0,4.5
61667,Adam Reed,Philippines; England,Defensive Midfield,right,1991-05-08,1991.0,178.0,Average,,
1155108,Adam Reed,England,Centre-Back,,1975-02-18,1975.0,,Unknown,,
163532,Adam Smith,England,Goalkeeper,right,1992-11-23,1992.0,193.0,Very Tall,250000.0,0.25
61841,Adam Smith,England,Right-Back,right,1991-04-29,1991.0,174.0,Average,1000000.0,1.0
224426,Adam Tanner,England,Central Midfield,,1973-10-25,1973.0,,Unknown,,
156942,Adam Thomas,England,Right Winger,right,1994-02-04,1994.0,191.0,Very Tall,,
61593,Adam Watts,England,Centre-Back,left,1988-03-04,1988.0,188.0,Tall,50000.0,0.05
212847,Adam Webster,England,Centre-Back,right,1995-01-04,1995.0,190.0,Tall,15000000.0,15.0
744149,Adam Wharton,England,Defensive Midfield,left,2004-02-06,2004.0,182.0,Tall,30000000.0,30.0
322198,Adam Willis,England,Centre-Back,,1976-09-21,1976.0,,Unknown,,
453594,Adama Diakhaby,France; Senegal,Right Winger,left,1996-07-05,1996.0,184.0,Tall,8000000.0,8.0
93145,Adama Diomande,Norway; Cote d'Ivoire,Centre-Forward,right,1990-02-14,1990.0,183.0,Tall,1500000.0,1.5
204103,Adama Traoré,Spain; Mali,Right Winger,right,1996-01-25,1996.0,178.0,Average,9000000.0,9.0
4037,Ade Akinbiyi,Nigeria; England,Centre-Forward,right,1974-10-10,1974.0,185.0,Tall,2750000.0,2.75
195679,Adedeji Oshilaja,England; Nigeria,Central Midfield,right,1993-03-02,1993.0,181.0,Tall,,
193080,Adel Gafaiti,Algeria; France,Centre-Back,right,1994-07-16,1994.0,192.0,Very Tall,,
45287,Adel Taarabt,Morocco; France,Central Midfield,right,1989-05-24,1989.0,185.0,Tall,6000000.0,6.0
223287,Adem Poric,Australia; England,Central Midfield,,1973-04-22,1973.0,175.0,Average,,
406040,Ademola Lookman,Nigeria; England,Second Striker,right,1997-10-20,1997.0,174.0,Average,10000000.0,10.0
814820,Ademola Ola-Adebomi,England; Nigeria,Centre-Forward,left,2003-09-03,2003.0,195.0,Very Tall,250000.0,0.25
16741,Adi Viveash,England,Centre-Back,right,1969-09-30,1969.0,186.0,Tall,,
228081,Adie Mike,England,Centre-Forward,,1973-11-16,1973.0,,Unknown,,
14162,Adie Moses,England,Centre-Back,right,1975-05-04,1975.0,185.0,Tall,,
181554,Adil Nabi,England; Pakistan,Attacking Midfield,right,1994-02-28,1994.0,175.0,Average,,
879766,Adler Nascimento,Portugal; Guinea-Bissau,Left Winger,right,2004-11-25,2004.0,183.0,Tall,,
74768,Adlène Guédioura,Algeria; France,Defensive Midfield,right,1985-11-12,1985.0,178.0,Average,1000000.0,1.0
314378,Admiral Muskwe,Zimbabwe; England,Centre-Forward,right,1998-08-21,1998.0,183.0,Tall,275000.0,0.275
177847,Adnan Januzaj,Belgium; Kosovo,Right Winger,left,1995-02-05,1995.0,186.0,Tall,7000000.0,7.0
354017,Adnan Kanuric,Bosnia-Herzegovina; Austria,Goalkeeper,right,2000-08-08,2000.0,194.0,Very Tall,150000.0,0.15
256652,Adnan Maric,Sweden; Bosnia-Herzegovina,Defensive Midfield,,1997-02-17,1997.0,181.0,Tall,40000.0,0.04
223403,Adrian Bakalli,Belgium,Centre-Back,right,1976-11-22,1976.0,190.0,Tall,,
875581,Adrian Blake,England; Jamaica,Left Winger,,2005-07-15,2005.0,,Unknown,,
222104,Adrian Clarke,England,Left Midfield,,1974-09-28,1974.0,178.0,Average,,
12129,Adrian Deane,Ireland,Midfielder,,1983-02-24,1983.0,,Unknown,,
43163,Adrian Leijer,Australia; England,Centre-Back,right,1986-03-25,1986.0,190.0,Tall,500000.0,0.5
227031,Adrian Littlejohn,England,Centre-Forward,,1970-09-26,1970.0,,Unknown,,
38145,Adrian Mariappa,Jamaica; England,Centre-Back,right,1986-10-03,1986.0,179.0,Average,1600000.0,1.6
5879,Adrian Mutu,Romania,Left Winger,right,1979-01-08,1979.0,180.0,Average,11000000.0,11.0
225376,Adrian Whitbread,England,Centre-Back,left,1971-10-22,1971.0,185.0,Tall,,
48083,Adriano Basso,Brazil; Italy,Goalkeeper,right,1975-04-18,1975.0,185.0,Tall,,
56810,Adrien Silva,Portugal; France,Central Midfield,right,1989-03-15,1989.0,175.0,Average,13000000.0,13.0
626301,Adrion Pajaziti,Albania; Kosovo,Central Midfield,left,2002-11-16,2002.0,180.0,Average,200000.0,0.2
71271,Adrián,Spain,Goalkeeper,right,1987-01-03,1987.0,190.0,Tall,600000.0,0.6
466802,Adrián Bernabé,Spain,Central Midfield,left,2001-05-26,2001.0,170.0,Average,2300000.0,2.3
43137,Adrián Cáceres,Australia; Argentina,Central Midfield,left,1982-01-10,1982.0,178.0,Average,,
44966,Adrián López,Spain,Centre-Back,right,1987-02-25,1987.0,184.0,Tall,500000.0,0.5
228234,Adrián Paz,Uruguay,Centre-Forward,,1968-09-09,1968.0,178.0,Average,,
18758,Afonso Alves,Brazil,Centre-Forward,right,1981-01-30,1981.0,185.0,Tall,6800000.0,6.8
3849,Agustín Delgado,Ecuador,Centre-Forward,right,1974-12-23,1974.0,188.0,Tall,,
30220,Ahmad Elrich,Australia,Right Midfield,right,1981-05-30,1981.0,183.0,Tall,750000.0,0.75
66333,Ahmed El Mohamady,Egypt,Right-Back,right,1987-09-09,1987.0,182.0,Tall,1500000.0,1.5
38168,Ahmed Fathi,Egypt,Right-Back,right,1984-11-10,1984.0,175.0,Average,,
111524,Ahmed Hegazy,Egypt,Centre-Back,right,1991-01-25,1991.0,193.0,Very Tall,4000000.0,4.0
168337,Ahmed Musa,Nigeria,Left Winger,right,1992-10-14,1992.0,171.0,Average,15000000.0,15.0
42041,Aidan Davison,Northern Ireland; England,Goalkeeper,right,1968-05-11,1968.0,185.0,Tall,,
802230,Aidan Francis-Clarke,England,Centre-Back,right,2004-07-02,2004.0,181.0,Tall,,
1019170,Aidan Harris,England,Goalkeeper,left,2006-12-16,2006.0,,Unknown,200000.0,0.2
237396,Aidan Newhouse,England,Centre-Forward,,1972-05-23,1972.0,,Unknown,,
21333,Aiden McGeady,Ireland; Scotland,Left Winger,both,1986-04-04,1986.0,180.0,Average,3500000.0,3.5
385918,Aiden O'Neill,Australia; Northern Ireland,Defensive Midfield,right,1998-07-04,1998.0,178.0,Average,500000.0,0.5
285845,Ainsley Maitland-Niles,England; Jamaica,Right-Back,right,1997-08-29,1997.0,180.0,Average,8000000.0,8.0
502065,Aji Alese,England; Nigeria,Centre-Back,left,2001-01-17,2001.0,192.0,Very Tall,500000.0,0.5
14062,Aki Riihilahti,Finland,Defensive Midfield,right,1976-09-09,1976.0,185.0,Tall,1250000.0,1.25
425713,Akin Famewo,England; Nigeria,Centre-Back,left,1998-11-09,1998.0,188.0,Tall,250000.0,0.25
3337,Akinori Nishizawa,Japan,Centre-Forward,right,1976-06-18,1976.0,180.0,Average,,
129552,Akwasi Asante,Netherlands; Ghana,Centre-Forward,right,1992-09-06,1992.0,183.0,Tall,,
36791,Al Bangura,Sierra Leone,Central Midfield,right,1988-01-24,1988.0,175.0,Average,480000.0,0.48
5451,Alaeddine Yahia,Tunisia; France,Centre-Back,right,1981-09-26,1981.0,187.0,Tall,1400000.0,1.4
4011,Alain Goma,France,Centre-Back,right,1972-10-05,1972.0,183.0,Tall,2000000.0,2.0
34616,Alan Bennett,Ireland,Centre-Back,right,1981-10-04,1981.0,187.0,Tall,300000.0,0.3
28806,Alan Blayney,Northern Ireland,Goalkeeper,,1981-10-09,1981.0,189.0,Tall,125000.0,0.125
226560,Alan Cork,England,Centre-Forward,,1959-03-04,1959.0,183.0,Tall,,
4222,Alan Fettis,Northern Ireland,Goalkeeper,right,1971-02-01,1971.0,185.0,Tall,,
226890,Alan Harper,England,Centre-Back,,1960-11-01,1960.0,183.0,Tall,,
9619,Alan Hutton,Scotland,Right-Back,right,1984-11-30,1984.0,185.0,Tall,2000000.0,2.0
175599,Alan Judge,England,Goalkeeper,right,1960-05-14,1960.0,180.0,Average,,
42249,Alan Judge,Ireland,Central Midfield,right,1988-11-11,1988.0,168.0,Short,50000.0,0.05
3819,Alan Kelly,Ireland; England,Goalkeeper,right,1968-08-11,1968.0,189.0,Tall,,
14619,Alan Kernaghan,Ireland; England,Centre-Back,,1967-04-25,1967.0,,Unknown,,
109508,Alan Kimble,England,Left-Back,,1966-08-06,1966.0,173.0,Average,,
128501,Alan Knight,England,Goalkeeper,right,1961-06-03,1961.0,183.0,Tall,,
12715,Alan Lee,Ireland,Centre-Forward,right,1978-08-21,1978.0,188.0,Tall,,
3483,Alan Mahon,Ireland,Left Midfield,left,1978-04-04,1978.0,170.0,Average,1850000.0,1.85
12597,Alan Maybury,Ireland,Right-Back,right,1978-08-08,1978.0,180.0,Average,,
229034,Alan McCarthy,Wales; England,Centre-Back,,1972-01-11,1972.0,,Unknown,,
117758,Alan McDonald,Northern Ireland,Centre-Back,right,1963-10-12,1963.0,184.0,Tall,,
226579,Alan McLeary,England,Defender,,1964-10-06,1964.0,,Unknown,,
3820,Alan Miller,England,Goalkeeper,right,1970-03-29,1970.0,191.0,Very Tall,,
10007,Alan Moore,Ireland,Left Midfield,,1974-11-25,1974.0,175.0,Average,,
11368,Alan Morgan,Scotland,Left Midfield,left,1983-11-27,1983.0,183.0,Tall,,
49711,Alan Navarro,England,Defensive Midfield,right,1981-05-31,1981.0,178.0,Average,,
175987,Alan Neilson,Wales; Germany,Centre-Back,right,1972-09-26,1972.0,185.0,Tall,,
37543,Alan O'Brien,Ireland,Left Midfield,left,1985-02-20,1985.0,178.0,Average,650000.0,0.65
48679,Alan O'Hare,Ireland,Left-Back,left,1982-07-31,1982.0,188.0,Tall,,
359116,Alan Pardew,England,Central Midfield,,1961-07-18,1961.0,183.0,Tall,,
15561,Alan Quinn,Ireland,Central Midfield,left,1979-06-13,1979.0,175.0,Average,850000.0,0.85
222303,Alan Reeves,England,Centre-Back,,1967-11-19,1967.0,,Unknown,,
4263,Alan Rogers,England,Left-Back,left,1977-01-03,1977.0,178.0,Average,,
3110,Alan Shearer,England,Centre-Forward,right,1970-08-13,1970.0,183.0,Tall,3000000.0,3.0
34347,Alan Sheehan,Ireland,Centre-Back,,1986-09-14,1986.0,180.0,Average,,
101327,Alan Smith,England,Centre-Forward,,1962-11-21,1962.0,191.0,Very Tall,,
3768,Alan Smith,England,Central Midfield,,1980-10-28,1980.0,,Unknown,500000.0,0.5
3472,Alan Stubbs,England,Centre-Back,,1971-10-06,1971.0,,Unknown,1000000.0,1.0
7337,Alan Tate,England,Centre-Back,right,1982-09-02,1982.0,185.0,Tall,500000.0,0.5
3485,Alan Thompson,England,Left Midfield,left,1973-12-22,1973.0,183.0,Tall,,
34615,Alan White,England,Centre-Back,right,1976-03-22,1976.0,184.0,Tall,,
3331,Alan Wright,England,Left-Back,left,1971-09-28,1971.0,163.0,Short,1000000.0,1.0
83430,Albert Adomah,Ghana; England,Right Winger,right,1987-12-13,1987.0,185.0,Tall,2500000.0,2.5
51536,Albert Crusat,Spain,Left Winger,left,1982-05-13,1982.0,160.0,Short,1500000.0,1.5
3152,Albert Ferrer,Spain,Right-Back,,1970-06-06,1970.0,,Unknown,,
14030,Albert Jarrett,Sierra Leone; England,Left Midfield,left,1984-10-23,1984.0,180.0,Average,100000.0,0.1
7506,Albert Luque,Spain,Left Winger,left,1978-03-11,1978.0,183.0,Tall,4800000.0,4.8
7373,Albert Riera,Spain; Russia,Left Midfield,left,1982-04-15,1982.0,188.0,Tall,14000000.0,14.0
381967,Albert Sambi Lokonga,Belgium; DR Congo,Central Midfield,right,1999-10-22,1999.0,183.0,Tall,15000000.0,15.0
5957,Alberto Aquilani,Italy,Central Midfield,right,1984-07-07,1984.0,186.0,Tall,14000000.0,14.0
207917,Alberto Moreno,Spain,Left-Back,left,1992-07-05,1992.0,171.0,Average,9000000.0,9.0
477,Alberto Méndez,Germany; Spain,Attacking Midfield,,1974-10-24,1974.0,,Unknown,,
68306,Alberto Paloschi,Italy,Centre-Forward,right,1990-01-04,1990.0,183.0,Tall,6000000.0,6.0
195906,Albian Ajeti,Switzerland; Albania,Centre-Forward,right,1997-02-26,1997.0,181.0,Tall,4800000.0,4.8
14000,Alec Chamberlain,England,Goalkeeper,,1964-06-20,1964.0,188.0,Tall,50000.0,0.05
173069,Alec Cleland,Scotland,Right-Back,right,1970-12-10,1970.0,175.0,Average,,
774252,Aled Rowlands,Wales,Left Winger,right,1978-06-09,1978.0,,Unknown,,
261504,Aleix García,Spain,Central Midfield,right,1997-06-28,1997.0,173.0,Average,3000000.0,3.0
88067,Alejandro Faurlín,Argentina; Italy,Central Midfield,left,1986-08-09,1986.0,185.0,Tall,2500000.0,2.5
811779,Alejandro Garnacho,Argentina; Spain,Left Winger,right,2004-07-01,2004.0,180.0,Average,50000000.0,50.0
188853,Alejandro Pozuelo,Spain,Attacking Midfield,both,1991-09-20,1991.0,172.0,Average,2000000.0,2.0
888493,Alejo Veliz,Argentina,Centre-Forward,right,2003-09-19,2003.0,186.0,Tall,9000000.0,9.0
59032,Aleksandar Dragovic,Austria; Serbia,Centre-Back,right,1991-03-06,1991.0,186.0,Tall,10000000.0,10.0
46156,Aleksandar Kolarov,Serbia,Left-Back,left,1985-11-10,1985.0,187.0,Tall,10000000.0,10.0
51152,Aleksandar Mitrović,Serbia,Centre-Forward,right,1994-09-16,1994.0,189.0,Tall,28000000.0,28.0
24569,Aleksandar Rodic,Slovenia,Centre-Forward,right,1979-12-26,1979.0,187.0,Tall,400000.0,0.4
87282,Aleksandar Tonev,Bulgaria,Left Winger,both,1990-02-03,1990.0,178.0,Average,2000000.0,2.0
597,Aleksandr Hleb,Belarus,Attacking Midfield,,1981-05-01,1981.0,,Unknown,5000000.0,5.0
5379,Aleksey Smertin,Russia,Defensive Midfield,right,1975-05-01,1975.0,174.0,Average,4000000.0,4.0
3571,Alen Bokšić,Croatia,Centre-Forward,right,1970-01-21,1970.0,187.0,Tall,,
113185,Ales Krizan,Slovenia,Left-Back,left,1971-07-25,1971.0,182.0,Tall,,
242078,Ales Mateju,Czech Republic,Right-Back,right,1996-06-03,1996.0,185.0,Tall,1500000.0,1.5
23197,Alessandro Diamanti,Italy,Attacking Midfield,left,1983-05-02,1983.0,180.0,Average,1500000.0,1.5
3588,Alessandro Pistone,Italy,Left-Back,both,1975-07-27,1975.0,180.0,Average,1600000.0,1.6
15420,Alex,Brazil,Centre-Back,right,1982-06-17,1982.0,188.0,Tall,8500000.0,8.5
16660,Alex Baptiste,England,Centre-Back,right,1986-01-31,1986.0,180.0,Average,1000000.0,1.0
37957,Alex Bruce,Northern Ireland; Ireland,Centre-Back,right,1984-09-28,1984.0,180.0,Average,750000.0,0.75
176292,Alex Bunbury,Canada; Guyana,Centre-Forward,,1967-05-18,1967.0,186.0,Tall,,
63471,Alex Campana,England,Right Midfield,,1988-10-11,1988.0,180.0,Average,,
57915,Alex Cisak,Australia; Poland,Goalkeeper,,1989-05-19,1989.0,190.0,Tall,250000.0,0.25
392773,Alex Cochrane,England,Left-Back,left,2000-04-21,2000.0,173.0,Average,250000.0,0.25
465950,Alex Denny,England,Defensive Midfield,,2000-04-12,2000.0,186.0,Tall,,
646209,Alex Gibson-Hammond,England,Right Midfield,right,2002-11-10,2002.0,178.0,Average,150000.0,0.15
542884,Alex Gilbert,Ireland; England,Attacking Midfield,right,2001-12-28,2001.0,183.0,Tall,100000.0,0.1
221687,Alex Gilliead,England,Central Midfield,right,1996-02-11,1996.0,183.0,Tall,,
242631,Alex Iwobi,Nigeria; England,Left Winger,right,1996-05-03,1996.0,183.0,Tall,25000000.0,25.0
586980,Alex Kirk,England,Centre-Back,right,2002-10-27,2002.0,190.0,Tall,,
337333,Alex Král,Czech Republic,Central Midfield,right,1998-05-19,1998.0,186.0,Tall,7000000.0,7.0
97610,Alex Lawless,Wales,Central Midfield,right,1985-03-26,1985.0,180.0,Average,,
73033,Alex MacDonald,Scotland; England,Right Midfield,right,1990-04-14,1990.0,175.0,Average,500000.0,0.5
170394,Alex Mathie,Scotland,Centre-Forward,,1968-12-20,1968.0,178.0,Average,,
670850,Alex Matos,England; Ghana,Central Midfield,right,2004-10-03,2004.0,175.0,Average,1200000.0,1.2
95976,Alex McCarthy,England,Goalkeeper,right,1989-12-03,1989.0,193.0,Very Tall,500000.0,0.5
503988,Alex Mighten,England; United States,Left Winger,right,2002-04-11,2002.0,171.0,Average,600000.0,0.6
775811,Alex Mortimer,England,Midfielder,,1982-11-28,1982.0,178.0,Average,,
900601,Alex Murphy,Ireland,Left-Back,left,2004-06-25,2004.0,188.0,Tall,250000.0,0.25
121410,Alex Nimely,Liberia; England,Centre-Forward,right,1991-05-11,1991.0,180.0,Average,,
11729,Alex Notman,Scotland,Right Winger,right,1979-12-10,1979.0,170.0,Average,,
3727,Alex Nyarko,Ghana; Switzerland,Central Midfield,,1973-10-15,1973.0,,Unknown,,
379812,Alex O'Reilly,Ireland; England,Goalkeeper,,1979-09-15,1979.0,,Unknown,,
143424,Alex Oxlade-Chamberlain,England,Central Midfield,right,1993-08-15,1993.0,180.0,Average,7000000.0,7.0
245625,Alex Palmer,England,Goalkeeper,right,1996-08-10,1996.0,191.0,Very Tall,250000.0,0.25
47768,Alex Pearce,Ireland; Scotland,Centre-Back,right,1988-11-09,1988.0,188.0,Tall,2000000.0,2.0
345960,Alex Pike,England,Right-Back,right,1997-02-08,1997.0,180.0,Average,,
200777,Alex Pritchard,England,Attacking Midfield,right,1993-05-03,1993.0,168.0,Short,9000000.0,9.0
4239,Alex Rae,Scotland,Central Midfield,right,1969-09-30,1969.0,177.0,Average,,
609887,Alex Robertson,Australia; England,Central Midfield,right,2003-04-17,2003.0,182.0,Tall,50000.0,0.05
855256,Alex Scott,England; Guernsey,Central Midfield,right,2003-08-21,2003.0,178.0,Average,20000000.0,20.0
116655,Alex Smith,England,Central Midfield,left,1991-10-31,1991.0,177.0,Average,,
259280,Alex Smith,England,Left-Back,,1976-02-15,1976.0,173.0,Average,,
33754,Alex Smithies,England,Goalkeeper,right,1990-03-05,1990.0,189.0,Tall,500000.0,0.5
27394,Alex Song,Cameroon; France,Defensive Midfield,right,1987-09-09,1987.0,185.0,Tall,10000000.0,10.0
255755,Alex Telles,Brazil; Italy,Left-Back,left,1992-12-15,1992.0,181.0,Tall,18000000.0,18.0
28942,Alex Varney,England,Centre-Forward,both,1984-12-27,1984.0,178.0,Average,50000.0,0.05
137150,Alex Wynter,England; Jamaica,Centre-Back,right,1993-09-15,1993.0,183.0,Tall,,
107642,Alex-Ray Harvey,England,Central Midfield,left,1990-04-04,1990.0,168.0,Short,50000.0,0.05
38003,Alexander Büttner,Netherlands,Left-Back,left,1989-02-11,1989.0,174.0,Average,3500000.0,3.5
349066,Alexander Isak,Sweden; Eritrea,Centre-Forward,right,1999-09-21,1999.0,192.0,Very Tall,75000000.0,75.0
51040,Alexander Kacaniklic,Sweden; North Macedonia,Right Winger,left,1991-08-13,1991.0,181.0,Tall,3500000.0,3.5
5278,Alexander Manninger,Austria,Goalkeeper,,1977-06-04,1977.0,,Unknown,200000.0,0.2
238407,Alexander Sørloth,Norway,Centre-Forward,left,1995-12-05,1995.0,195.0,Very Tall,6000000.0,6.0
12384,Alexander Tettey,Norway,Defensive Midfield,right,1986-04-04,1986.0,181.0,Tall,1600000.0,1.6
223406,Alexandre Bonnot,France,Midfielder,,1973-07-31,1973.0,,Unknown,,
507472,Alexandre Jankewitz,Switzerland; Cameroon,Central Midfield,right,2001-12-25,2001.0,185.0,Tall,500000.0,0.5
93720,Alexandre Lacazette,France; Guadeloupe,Centre-Forward,right,1991-05-28,1991.0,175.0,Average,15000000.0,15.0
37579,Alexandre Pato,Brazil,Centre-Forward,right,1989-09-02,1989.0,180.0,Average,11000000.0,11.0
